| site_name | title | company | record | area |
| 사람인 | [웹 개발자 채용 공고 (경력 3년 이상~12년 이하)](https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=49618247) | (주)페르미 | 3 ~ 12년 · 정규직 | 서울 강남구 |
| 사람인 | [프론트엔드 개발자 채용중](https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=49770312) | (주)페이플 | 3 ~ 10년 · 정규직 | 서울전체 외 |
| 사람인 | [[코스닥 상장] 웹 경력(5년 이상) 개발자 모집](https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=49871991) | (주)포니링크 | 5 ~ 10년 · 정규직 | 서울 영등포구 |
| 사람인 | [[플랫폼사업본부] JAVA 경력 개발자 모집](https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=49739776) | (주)포비즈코리아 | 경력 5년↑ · 정규직 | 서울 서초구 |
| 인크루트 | [백앤드/프론트앤드 자바 개발자 모집](https://job.incruit.com/jobdb_info/jobpost.asp?job=2502200004783) | (주)포에스텍 | 서울 | 2년↑ |
| 사람인 | [(IT경력) 창고관리솔루션(WMS) 운영 및 개발자](https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50021803) | (주)프리오 | 2 ~ 6년 · 정규직 외 | 서울 금천구 |
| 인크루트 | [마켓빌리 Hybrid APP Developer / AOS / IOS Recruitment](https://job.incruit.com/jobdb_info/jobpost.asp?job=2502180001096) | (주)플러거 | 서울 | 정규직 |
| 인크루트 | [마켓빌리 JAVA / DBA / TA / AA / PYTHON Recruitment](https://job.incruit.com/jobdb_info/jobpost.asp?job=2502180001061) | (주)플러거 | 서울 | 정규직 |
| 인크루트 | [마켓빌리 Vue / React / Web Publisher / Web Designer Recruitment](https://job.incruit.com/jobdb_info/jobpost.asp?job=2502180001023) | (주)플러거 | 서울 | 정규직 |
| 인크루트 | [마켓빌리 SAP/ ABAP Recruitment](https://job.incruit.com/jobdb_info/jobpost.asp?job=2502180001075) | (주)플러거 | 서울 | 정규직 |
| 인크루트 | [[피앤피시큐어] 연구개발 부문(소프트웨어 연구 개발 직군) 채용](https://job.incruit.com/jobdb_info/jobpost.asp?job=2502120004919) | (주)피앤피시큐어 | 서울 | 정규직 |
| 인크루트 | [게임 퍼블리셔 경력직](https://job.incruit.com/jobdb_info/jobpost.asp?job=2502140003439) | (주)피플케어코리아 | 서울 | 5~15년 |
| 사람인 | [온라인 웹.모바일 서비스 개발자 모집](https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=49792683) | (주)한국경매 | 경력 5년↑ · 정규직 | 서울 서초구 |
| 인크루트 | [솔루션본부 개발자 및 웹설문 제작 담당자 채용](https://job.incruit.com/jobdb_info/jobpost.asp?job=2502260000277) | (주)한국리서치 | 서울 | 초대졸↑ |
| 사람인 | [PHP개발자 모집공고](https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=49741157) | (주)한국종합기술 | 경력 3년↑ · 정규직 | 서울 금천구 |
| 사람인 | [2024년도 개발자(경력) 채용 공고](https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=49569946) | (주)한국지에스티 | 2 ~ 5년 · 정규직 | 서울 광진구 |
| 사람인 | [시스템/네트워크 보안 솔루션 엔진 개발](https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50091759) | (주)한싹 | 경력 5년↑ · 정규직 | 서울 구로구 외 |
| 사람인 | [[웹개발] 업무용 웹(JAVA) 개발경력직 모집](https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=49799687) | (주)한얼아이티 | 경력 5년↑ · 정규직 | 서울 강동구 |
| 사람인 | [병원정보시스템 개발(C#, .Net, WPF) 및 운영 경력사원 채용](https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=49503062) | (주)헤론헬스정보시스템 | 경력 3년↑ · 정규직 | 서울 용산구 |
| 사람인 | [병원정보시스템 개발(C#, .Net, WPF) 경력사원 (병원경력 필수)](https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=49855661) | (주)헤론헬스정보시스템 | 경력 5년↑ · 정규직 | 서울 용산구 |
| 사람인 | [.Net Framework 기반 Framework 설계/개발/운영 경험자](https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50134761) | (주)헤론헬스정보시스템 | 경력 3년↑ · 정규직 | 서울 용산구 |
| 인크루트 | [프론트앤드 개발/코스피 상장 글로벌 패션 기업](https://job.incruit.com/jobdb_info/jobpost.asp?job=2501280000343) | (주)헤리티지서치코어 | 경력7~12년 | 금천구 |
| 인크루트 | [프론트앤드 개발/각 직급/코스피 상장 글로벌 패션 기업](https://job.incruit.com/jobdb_info/jobpost.asp?job=2502210003162) | (주)헤리티지서치코어 | 서울 | 7~12년 |
| 사람인 | [프론트엔드/웹풀스택 개발자채용 (20억+투자)](https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=49776014) | (주)홈체크 | 5 ~ 7년 · 정규직 | 서울전체 외 |
| 사람인 | [프론트엔드/웹풀스택 개발자](https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=49991376) | (주)홈체크 | 5 ~ 7년 · 정규직 | 서울전체 외 |
| 사람인 | [[SM]신용평가사 내부시스템 운영. C# 중급 1명(여의도, 3월초)](https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50033101) | (주)휴먼인포텍 | 5 ~ 10년 · 프리랜서 | 서울 영등포구 |
| 사람인 | [[시스템 유지보수 개발자] Vue IntelliJ 경험자 채용](https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=50100701) | (주)휴앤시스 | 3 ~ 7년 · 정규직 외 | 서울 영등포구 |
| 잡코리아 | [Cisco IPCC Field Engineer](https://www.jobkorea.co.kr/Recruit/GI_Read/46313023?Oem_Code=C1&sc=212) | ㈜ECS텔레콤 | 개발·데이터 | 서울 서초구 |
| 잡코리아 | [CTI 솔루션 개발 (ETI) 과장급](https://www.jobkorea.co.kr/Recruit/GI_Read/46313004?Oem_Code=C1&sc=212) | ㈜ECS텔레콤 | 개발·데이터 | 서울 서초구 |
| 잡코리아 | [[골프 IT서비스기업] VueJS 프론트개발자](https://www.jobkorea.co.kr/Recruit/GI_Read/46336454?Oem_Code=C1&sc=212) | ㈜그린잇 | 개발·데이터 | 서울 용산구 |
| 잡코리아 | [Java/Kotlin 웹 개발자 경력](https://www.jobkorea.co.kr/Recruit/GI_Read/46246387?Oem_Code=C1&sc=212) | ㈜그린잇 | 개발·데이터 | 서울 용산구 |
| 잡코리아 | [[골프 IT 서비스 기업] 풀스택 개발자](https://www.jobkorea.co.kr/Recruit/GI_Read/46483775?Oem_Code=C1&sc=212) | ㈜그린잇 | 개발·데이터 | 서울 용산구 |
| 잡코리아 | [솔루션 백엔드(Backend) 개발자](https://www.jobkorea.co.kr/Recruit/GI_Read/46408082?Oem_Code=C1&sc=212) | ㈜노아시스템즈 | 개발·데이터 | 서울 성동구 |
| 잡코리아 | [솔루션 프론트엔드(Frontend) 개발자](https://www.jobkorea.co.kr/Recruit/GI_Read/46408072?Oem_Code=C1&sc=212) | ㈜노아시스템즈 | 개발·데이터 | 서울 성동구 |
| 잡코리아 | [모바일 개발자 (전임급 1명)](https://www.jobkorea.co.kr/Recruit/GI_Read/46003711?Oem_Code=C1&sc=212) | ㈜닷 | 개발·데이터 | 서울 금천구 |
| 잡코리아 | [웹 프론트 개발자 (전임급 1명)](https://www.jobkorea.co.kr/Recruit/GI_Read/46003676?Oem_Code=C1&sc=212) | ㈜닷 | 개발·데이터 | 서울 금천구 |
| 잡코리아 | [[CJ그룹사] CRM 컨설팅 컨설턴트 경력직](https://www.jobkorea.co.kr/Recruit/GI_Read/46485217?Oem_Code=C1&sc=212) | ㈜디엑스이 | 개발·데이터 | 서울 중구 외 1 |
| 잡코리아 | [백엔드 개발자 경력 (5년 이상)](https://www.jobkorea.co.kr/Recruit/GI_Read/46204753?Oem_Code=C1&sc=212) | ㈜디윅스(Dweax Co.,L | 개발·데이터 | 서울 강남구 |
| 잡코리아 | [JAVA 풀스택 개발자](https://www.jobkorea.co.kr/Recruit/GI_Read/46233443?Oem_Code=C1&sc=212) | ㈜디컴트루 | 개발·데이터 | 서울 금천구 |
| 잡코리아 | [HP 서버 엔지니어 (폴란드 상주)](https://www.jobkorea.co.kr/Recruit/GI_Read/46508134?Oem_Code=C1&sc=212) | ㈜링네트 | 개발·데이터 | 서울 구로구 |
| 잡코리아 | [Azure기반(필수) DB Safer 운영경력](https://www.jobkorea.co.kr/Recruit/GI_Read/46286612?Oem_Code=C1&sc=212) | ㈜메타넷티플랫폼 | 개발·데이터 | 서울 종로구 외 1 |
| 잡코리아 | [Data Engineer/DBA (경력채용)](https://www.jobkorea.co.kr/Recruit/GI_Read/46229279?Oem_Code=C1&sc=212) | ㈜메타넷티플랫폼 | 개발·데이터 | 서울 강남구 외 1 |
| 잡코리아 | [Azure Pre-sales (경력 채용)](https://www.jobkorea.co.kr/Recruit/GI_Read/46229254?Oem_Code=C1&sc=212) | ㈜메타넷티플랫폼 | 개발·데이터 | 서울 종로구 외 5 |
| 잡코리아 | [Data Engineer/DBA (경력)](https://www.jobkorea.co.kr/Recruit/GI_Read/46419615?Oem_Code=C1&sc=212) | ㈜메타넷티플랫폼 | 개발·데이터 | 서울 강남구 외 1 |
| 잡코리아 | [HW 개발자](https://www.jobkorea.co.kr/Recruit/GI_Read/46272246?Oem_Code=C1&sc=212) | ㈜메텍홀딩스 | 개발·데이터 | 서울 강남구 |
| 잡코리아 | [Camera Sensor Engineer](https://www.jobkorea.co.kr/Recruit/GI_Read/46448624?Oem_Code=C1&sc=212) | ㈜모빌린트 | 개발·데이터 | 서울 강남구 |
| 잡코리아 | [Windows Driver Engineer](https://www.jobkorea.co.kr/Recruit/GI_Read/46408914?Oem_Code=C1&sc=212) | ㈜모빌린트 | 개발·데이터 | 서울 강남구 |
| 잡코리아 | [Linux System Engineer](https://www.jobkorea.co.kr/Recruit/GI_Read/46408877?Oem_Code=C1&sc=212) | ㈜모빌린트 | 개발·데이터 | 서울 강남구 |
| 잡코리아 | [Java Back-End](https://www.jobkorea.co.kr/Recruit/GI_Read/46458918?Oem_Code=C1&sc=212) | ㈜미니레코드 | 개발·데이터 | 서울 송파구 |
| 잡코리아 | [Software Engineer (프론트엔드)](https://www.jobkorea.co.kr/Recruit/GI_Read/46298446?Oem_Code=C1&sc=212) | ㈜부스터스 | 개발·데이터 | 서울 강남구 |
| 잡코리아 | [SW 개발자 (C#)](https://www.jobkorea.co.kr/Recruit/GI_Read/46543336?Oem_Code=C1&sc=212) | ㈜뷰온 | 개발·데이터 | 서울 금천구 |
| 잡코리아 | [IoT Specialist](https://www.jobkorea.co.kr/Recruit/GI_Read/46172949?Oem_Code=C1&sc=212) | ㈜비스텔리젼스 | 개발·데이터 | 서울 서초구 외 1 |
| 잡코리아 | [웹개발 Front-End/Back-End](https://www.jobkorea.co.kr/Recruit/GI_Read/46392025?Oem_Code=C1&sc=212) | ㈜비스텔리젼스 | 개발·데이터 | 서울 서초구 |
| 잡코리아 | [ApplicationSever/Client개발](https://www.jobkorea.co.kr/Recruit/GI_Read/46391977?Oem_Code=C1&sc=212) | ㈜비스텔리젼스 | 개발·데이터 | 서울 서초구 |
| 잡코리아 | [프로그래머/경력직/웹JAVA JSP/응용C#](https://www.jobkorea.co.kr/Recruit/GI_Read/46543635?Oem_Code=C1&sc=212) | ㈜비욘드테크 | 개발·데이터 | 서울 금천구 |
| 잡코리아 | [반려동물 브랜드 하울릭 웹퍼블리셔 (경력)](https://www.jobkorea.co.kr/Recruit/GI_Read/46527721?Oem_Code=C1&sc=212) | ㈜비즈앤씨 | 개발·데이터 | 서울 성동구 외 5 |
| 잡코리아 | [응용소프트웨어 개발 (경력)](https://www.jobkorea.co.kr/Recruit/GI_Read/46378821?Oem_Code=C1&sc=212) | ㈜상화 | 개발·데이터 | 서울 강남구 |
| 잡코리아 | [3D 엔진개발 (3년이상)](https://www.jobkorea.co.kr/Recruit/GI_Read/46525371?Oem_Code=C1&sc=212) | ㈜상화 | 개발·데이터 | 서울 강남구 |
| 잡코리아 | [네트워크 필드엔지니어 경력직](https://www.jobkorea.co.kr/Recruit/GI_Read/46455448?Oem_Code=C1&sc=212) | ㈜세종아이티엘 | 개발·데이터 | 서울 구로구 |
| 잡코리아 | [시스템 엔지니어](https://www.jobkorea.co.kr/Recruit/GI_Read/46331917?Oem_Code=C1&sc=212) | ㈜소프트넷 | 개발·데이터 | 서울 강남구 |
| 잡코리아 | [JAVA 개발자](https://www.jobkorea.co.kr/Recruit/GI_Read/46331884?Oem_Code=C1&sc=212) | ㈜소프트넷 | 개발·데이터 | 서울 강남구 |
| 잡코리아 | [5G/LTE IoT단말검증 및 기술지원(경력)](https://www.jobkorea.co.kr/Recruit/GI_Read/46095964?Oem_Code=C1&sc=212) | ㈜스톤위즈 | 개발·데이터 | 서울 구로구 외 1 |
| 잡코리아 | [알고리즘 엔지니어, 3D 컴퓨터 비전 (서울)](https://www.jobkorea.co.kr/Recruit/GI_Read/46277309?Oem_Code=C1&sc=212) | ㈜스트라드비젼 | 개발·데이터 | 서울 서초구 |
| 잡코리아 | [SW System Engineer(Seoul)](https://www.jobkorea.co.kr/Recruit/GI_Read/46278245?Oem_Code=C1&sc=212) | ㈜스트라드비젼 | 개발·데이터 | 서울 서초구 |
| 잡코리아 | [Cybersecurity Manager](https://www.jobkorea.co.kr/Recruit/GI_Read/46278181?Oem_Code=C1&sc=212) | ㈜스트라드비젼 | 개발·데이터 | 서울 서초구 |
| 잡코리아 | [A-SPICE Quality Manager](https://www.jobkorea.co.kr/Recruit/GI_Read/46278153?Oem_Code=C1&sc=212) | ㈜스트라드비젼 | 개발·데이터 | 서울 서초구 |
| 잡코리아 | [시니어 Requirement 엔지니어 (서울)](https://www.jobkorea.co.kr/Recruit/GI_Read/46278107?Oem_Code=C1&sc=212) | ㈜스트라드비젼 | 개발·데이터 | 서울 서초구 |
| 잡코리아 | [SAP ERP 운영담당자(Seoul)](https://www.jobkorea.co.kr/Recruit/GI_Read/46278059?Oem_Code=C1&sc=212) | ㈜스트라드비젼 | 개발·데이터 | 서울 서초구 |
| 잡코리아 | [데이터 파이프라인 백엔드 엔지니어 (서울)](https://www.jobkorea.co.kr/Recruit/GI_Read/46277384?Oem_Code=C1&sc=212) | ㈜스트라드비젼 | 개발·데이터 | 서울 서초구 |
| 잡코리아 | [System Engineer(Seoul)](https://www.jobkorea.co.kr/Recruit/GI_Read/46502198?Oem_Code=C1&sc=212) | ㈜스트라드비젼 | 개발·데이터 | 서울 서초구 |
| 잡코리아 | [데이터 파이프라인 백엔드 엔지니어(서울)](https://www.jobkorea.co.kr/Recruit/GI_Read/46501944?Oem_Code=C1&sc=212) | ㈜스트라드비젼 | 개발·데이터 | 서울 서초구 |
| 잡코리아 | [Frontend Engineer(Seoul)](https://www.jobkorea.co.kr/Recruit/GI_Read/46502968?Oem_Code=C1&sc=212) | ㈜스트라드비젼 | 개발·데이터 | 서울 서초구 |
| 잡코리아 | [모바일앱 개발자(Flutter)/경력3-10년](https://www.jobkorea.co.kr/Recruit/GI_Read/46207835?Oem_Code=C1&sc=212) | ㈜시어스랩 | 개발·데이터 | 서울 서초구 |
| 잡코리아 | [솔루션사업 Flutter 앱 개발자](https://www.jobkorea.co.kr/Recruit/GI_Read/46492207?Oem_Code=C1&sc=212) | ㈜시어스랩 | 개발·데이터 | 서울 서초구 |
| 잡코리아 | [생성형 AI 개발자](https://www.jobkorea.co.kr/Recruit/GI_Read/46509157?Oem_Code=C1&sc=212) | ㈜시어스랩 | 개발·데이터 | 서울 서초구 |
| 사람인 | [[쎄듀] 교육플랫폼(쎄듀런) 프론트엔드 경력 개발자 채용](https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=list&rec_idx=49755573) | ㈜쎄듀 | 5 ~ 10년 · 정규직 | 서울 강남구 |
| 잡코리아 | [데이터 엔지니어 (3년이상)](https://www.jobkorea.co.kr/Recruit/GI_Read/46499369?Oem_Code=C1&sc=212) | ㈜씨드앤 | 개발·데이터 | 서울 성동구 |
| 잡코리아 | [[삼성 계열사 씨브이네트] 백엔드 서버/보안](https://www.jobkorea.co.kr/Recruit/GI_Read/46271120?Oem_Code=C1&sc=212) | ㈜씨브이네트 | 개발·데이터 | 서울 송파구 |
| 잡코리아 | [NestJS, Python 백엔드 경력직 개발](https://www.jobkorea.co.kr/Recruit/GI_Read/46107975?Oem_Code=C1&sc=212) | ㈜씨에스엠17(CSM17) | 개발·데이터 | 서울 금천구 |
| 잡코리아 | [네트워크/보안부문 경력 엔지니어](https://www.jobkorea.co.kr/Recruit/GI_Read/46440195?Oem_Code=C1&sc=212) | ㈜씨케이커뮤스트리 | 개발·데이터 | 서울 송파구 |
| 잡코리아 | [Backend 개발](https://www.jobkorea.co.kr/Recruit/GI_Read/46546674?Oem_Code=C1&sc=212) | ㈜아이디에스앤트러스트 | 개발·데이터 | 서울 강남구 |
| 잡코리아 | [Frontend 개발](https://www.jobkorea.co.kr/Recruit/GI_Read/46546738?Oem_Code=C1&sc=212) | ㈜아이디에스앤트러스트 | 개발·데이터 | 서울 강남구 |
| 잡코리아 | [Front-End Engineer](https://www.jobkorea.co.kr/Recruit/GI_Read/46441461?Oem_Code=C1&sc=212) | ㈜앰버로드 | 개발·데이터 | 서울 강남구 외 1 |
| 잡코리아 | [Data Engineer](https://www.jobkorea.co.kr/Recruit/GI_Read/46441399?Oem_Code=C1&sc=212) | ㈜앰버로드 | 개발·데이터 | 서울 강남구 외 1 |
| 잡코리아 | [기술지원 엔지니어 경력](https://www.jobkorea.co.kr/Recruit/GI_Read/46242713?Oem_Code=C1&sc=212) | ㈜에스티씨랩(STCLab.co.,Ltd.) | 개발·데이터 | 서울 강남구 |
| 잡코리아 | [QA Engineer](https://www.jobkorea.co.kr/Recruit/GI_Read/46242689?Oem_Code=C1&sc=212) | ㈜에스티씨랩(STCLab.co.,Ltd.) | 개발·데이터 | 서울 강남구 |
| 잡코리아 | [대용량 트래픽 제어 엔진 개발](https://www.jobkorea.co.kr/Recruit/GI_Read/46242682?Oem_Code=C1&sc=212) | ㈜에스티씨랩(STCLab.co.,Ltd.) | 개발·데이터 | 서울 강남구 |
| 잡코리아 | [Devops (5년 이상)](https://www.jobkorea.co.kr/Recruit/GI_Read/46551597?Oem_Code=C1&sc=212) | ㈜에이피더핀(AP The Fin Inc) | 개발·데이터 | 서울 강남구 외 1 |
| 잡코리아 | [SW개발자 (USB Device SDK 개발)](https://www.jobkorea.co.kr/Recruit/GI_Read/46213219?Oem_Code=C1&sc=212) | ㈜엑스페릭스 | 개발·데이터 | 서울 송파구 |
| 잡코리아 | [바이오인식 / 딥러닝 / OCR 알고리즘 개발](https://www.jobkorea.co.kr/Recruit/GI_Read/46433718?Oem_Code=C1&sc=212) | ㈜엑스페릭스 | 개발·데이터 | 서울 송파구 |
| 잡코리아 | [PG 플랫폼 개발](https://www.jobkorea.co.kr/Recruit/GI_Read/46292962?Oem_Code=C1&sc=212) | ㈜엑심베이 | 개발·데이터 | 서울 구로구 |
| 잡코리아 | [클라우드 엔지니어](https://www.jobkorea.co.kr/Recruit/GI_Read/46252724?Oem_Code=C1&sc=212) | ㈜엑심베이 | 개발·데이터 | 서울 구로구 |
| 잡코리아 | [오프라인 결제 개발 (경력 3년이상)](https://www.jobkorea.co.kr/Recruit/GI_Read/46211832?Oem_Code=C1&sc=212) | ㈜엑심베이 | 개발·데이터 | 서울 구로구 |
| 잡코리아 | [[서울]EMS, BEMS, FEMS 개발자경력](https://www.jobkorea.co.kr/Recruit/GI_Read/46316303?Oem_Code=C1&sc=212) | ㈜엔엑스 | 개발·데이터 | 서울 서초구 |
| 잡코리아 | [웨어러블 로봇 시스템 펌웨어 개발(석사급)](https://www.jobkorea.co.kr/Recruit/GI_Read/46310059?Oem_Code=C1&sc=212) | ㈜엔젤로보틱스 | 개발·데이터 | 서울 성동구 |
| 잡코리아 | [백엔드 엔지니어 (성수)](https://www.jobkorea.co.kr/Recruit/GI_Read/46284781?Oem_Code=C1&sc=212) | ㈜엔젤로보틱스 | 개발·데이터 | 서울 성동구 |
| 잡코리아 | [정보보호 엔지니어](https://www.jobkorea.co.kr/Recruit/GI_Read/46438069?Oem_Code=C1&sc=212) | ㈜엘리스 | 개발·데이터 | 서울 강남구 |
| 잡코리아 | [백엔드 개발자 경력직](https://www.jobkorea.co.kr/Recruit/GI_Read/46466906?Oem_Code=C1&sc=212) | ㈜엠트리센 | 개발·데이터 | 서울 금천구 |
| 잡코리아 | [MLOps 정규직](https://www.jobkorea.co.kr/Recruit/GI_Read/46447206?Oem_Code=C1&sc=212) | ㈜엠트리센 | 개발·데이터 | 서울 금천구 |
| 잡코리아 | [POS S/W 개발](https://www.jobkorea.co.kr/Recruit/GI_Read/46237781?Oem_Code=C1&sc=212) | ㈜오케이포스 | 개발·데이터 | 서울 강남구 |
| 잡코리아 | [POS SW 개발](https://www.jobkorea.co.kr/Recruit/GI_Read/46413452?Oem_Code=C1&sc=212) | ㈜오케이포스 | 개발·데이터 | 서울 강남구 |
| 잡코리아 | [백엔드 개발자](https://www.jobkorea.co.kr/Recruit/GI_Read/46299586?Oem_Code=C1&sc=212) | ㈜온택트헬스 | 개발·데이터 | 서울 서대문구 |
| 잡코리아 | [DevOps](https://www.jobkorea.co.kr/Recruit/GI_Read/46299555?Oem_Code=C1&sc=212) | ㈜온택트헬스 | 개발·데이터 | 서울 서대문구 |
| 잡코리아 | [쿠버네티스 컨설턴트](https://www.jobkorea.co.kr/Recruit/GI_Read/46190425?Oem_Code=C1&sc=212) | ㈜와탭랩스 | 개발·데이터 | 서울 서초구 |
| 잡코리아 | [SIEM Lead](https://www.jobkorea.co.kr/Recruit/GI_Read/46190366?Oem_Code=C1&sc=212) | ㈜와탭랩스 | 개발·데이터 | 서울 서초구 |
| 잡코리아 | [시스템 모니터링 개발자](https://www.jobkorea.co.kr/Recruit/GI_Read/46189981?Oem_Code=C1&sc=212) | ㈜와탭랩스 | 개발·데이터 | 서울 서초구 |
| 잡코리아 | [DB 엔지니어](https://www.jobkorea.co.kr/Recruit/GI_Read/46189884?Oem_Code=C1&sc=212) | ㈜와탭랩스 | 개발·데이터 | 서울 서초구 |
| 잡코리아 | [데브옵스 엔지니어](https://www.jobkorea.co.kr/Recruit/GI_Read/46189852?Oem_Code=C1&sc=212) | ㈜와탭랩스 | 개발·데이터 | 서울 서초구 |
| 잡코리아 | [AI/ML 엔지니어](https://www.jobkorea.co.kr/Recruit/GI_Read/46189660?Oem_Code=C1&sc=212) | ㈜와탭랩스 | 개발·데이터 | 서울 서초구 |
| 잡코리아 | [QA 엔지니어](https://www.jobkorea.co.kr/Recruit/GI_Read/46400146?Oem_Code=C1&sc=212) | ㈜와탭랩스 | 개발·데이터 | 서울 서초구 |
| 잡코리아 | [[경력]AWS 클라우드 SA](https://www.jobkorea.co.kr/Recruit/GI_Read/46349919?Oem_Code=C1&sc=212) | ㈜웅진 | 개발·데이터 | 서울 중구 |
| 잡코리아 | [[경력] 마이크로소프트 파워 플랫폼 엔지니어](https://www.jobkorea.co.kr/Recruit/GI_Read/46349797?Oem_Code=C1&sc=212) | ㈜웅진 | 개발·데이터 | 서울 중구 |
| 잡코리아 | [[경력]ERP개발(.NET,C#,VB.NET)](https://www.jobkorea.co.kr/Recruit/GI_Read/46349729?Oem_Code=C1&sc=212) | ㈜웅진 | 개발·데이터 | 서울 중구 |
| 잡코리아 | [[경력] ABAP개발](https://www.jobkorea.co.kr/Recruit/GI_Read/46349675?Oem_Code=C1&sc=212) | ㈜웅진 | 개발·데이터 | 서울 중구 |
| 잡코리아 | [SAP FCM/SCM/EWM 모듈 개발자](https://www.jobkorea.co.kr/Recruit/GI_Read/46412402?Oem_Code=C1&sc=212) | ㈜웅진 | 개발·데이터 | 서울 중구 |
| 잡코리아 | [[경력] 데이터 엔지니어](https://www.jobkorea.co.kr/Recruit/GI_Read/46412195?Oem_Code=C1&sc=212) | ㈜웅진 | 개발·데이터 | 서울 중구 |
| 잡코리아 | [클라우드모니터링 솔루션운영 및 유지보수](https://www.jobkorea.co.kr/Recruit/GI_Read/46411871?Oem_Code=C1&sc=212) | ㈜웅진 | 개발·데이터 | 서울 중구 |
| 잡코리아 | [소프트웨어 개발 및 유지보수](https://www.jobkorea.co.kr/Recruit/GI_Read/46440820?Oem_Code=C1&sc=212) | ㈜유니온커뮤니티 | 개발·데이터 | 서울 송파구 |
| 잡코리아 | [Andriod 개발 및 유지보수](https://www.jobkorea.co.kr/Recruit/GI_Read/46440743?Oem_Code=C1&sc=212) | ㈜유니온커뮤니티 | 개발·데이터 | 서울 송파구 |
| 잡코리아 | [Linux / Android BSP 개발](https://www.jobkorea.co.kr/Recruit/GI_Read/46440611?Oem_Code=C1&sc=212) | ㈜유니온커뮤니티 | 개발·데이터 | 서울 송파구 |
| 잡코리아 | [RTOS F/W 개발](https://www.jobkorea.co.kr/Recruit/GI_Read/46440247?Oem_Code=C1&sc=212) | ㈜유니온커뮤니티 | 개발·데이터 | 서울 송파구 |
| 잡코리아 | [Linux APP 개발](https://www.jobkorea.co.kr/Recruit/GI_Read/46440461?Oem_Code=C1&sc=212) | ㈜유니온커뮤니티 | 개발·데이터 | 서울 송파구 |
| 잡코리아 | [임대형쇼핑몰 PHP 개발자](https://www.jobkorea.co.kr/Recruit/GI_Read/46279336?Oem_Code=C1&sc=212) | ㈜유디아이디 | 개발·데이터 | 서울 구로구 |
| 잡코리아 | [연구소 소프트웨어개발자 정규직](https://www.jobkorea.co.kr/Recruit/GI_Read/46422507?Oem_Code=C1&sc=212) | ㈜이노카 | 개발·데이터 | 서울 구로구 외 1 |
| 잡코리아 | [IT실 승인개발 담당자](https://www.jobkorea.co.kr/Recruit/GI_Read/46530211?Oem_Code=C1&sc=212) | ㈜이롬넷 | 개발·데이터 | 서울 강남구 |
| 잡코리아 | [IT실 서버 담당자](https://www.jobkorea.co.kr/Recruit/GI_Read/46529873?Oem_Code=C1&sc=212) | ㈜이롬넷 | 개발·데이터 | 서울 강남구 |
| 잡코리아 | [알약 x LLM 제품 개발 (경력)](https://www.jobkorea.co.kr/Recruit/GI_Read/46532784?Oem_Code=C1&sc=212) | ㈜이스트시큐리티 | 개발·데이터 | 서울 서초구 |
| 잡코리아 | [[ICT사업본부] 솔루션 백엔드개발자 경력직](https://www.jobkorea.co.kr/Recruit/GI_Read/46310045?Oem_Code=C1&sc=212) | ㈜이젬코 | 개발·데이터 | 서울 성동구 |
| 잡코리아 | [[플랫폼 RnD센터] Back-end 개발자](https://www.jobkorea.co.kr/Recruit/GI_Read/46310026?Oem_Code=C1&sc=212) | ㈜이젬코 | 개발·데이터 | 서울 성동구 |
| 잡코리아 | [GNSS 소프트웨어 개발자](https://www.jobkorea.co.kr/Recruit/GI_Read/46228229?Oem_Code=C1&sc=212) | ㈜이투비비 | 개발·데이터 | 서울 금천구 |
| 잡코리아 | [DevOps Engineer (경력)](https://www.jobkorea.co.kr/Recruit/GI_Read/46415224?Oem_Code=C1&sc=212) | ㈜인피니티익스체인지코리아 | 개발·데이터 | 서울 강남구 |
| 인크루트 | [(주)정도유아이티 웹개발 경력직(대리, 과장급) 채용](https://job.incruit.com/jobdb_info/jobpost.asp?job=2412240002220) | ㈜정도유아이티 | 경력(연차무관) | 강남구 |
